Skeleton ID,neuron_name,Class 1,Merge Class,is_pdiff,is_usplit,is_LNpre,is_brain,Hemisphere,Pair,Pair ID,lineage,dendrite_input,axon_input,Class 2,Original index,dim 0,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7
3487306, (AN-R-Sens-B3-ACal-03 (temp sensing right neuron together 1)) [] #3487306,sens,sens-thermo;AN,False,False,False,False,R,3609202,1116,unk,0,3,thermo;AN,0,0.015294042397718043,0.010596596190641733,0.0031609357681464645,0.002531917589470385,0.0,1.0994448938319807e-17,1.024317781735646e-17,2.5813121113631723e-19
3869488,PN (Suckerfish PN right) [*BAmv3_r akira] #3869488,tPN,tPN,False,False,False,True,R,8293958,270,BAmv3,138,41,,1,0.01342739367886323,0.010412447815864109,0.0029634685339688244,0.007631370447339518,0.0005343105105399689,0.008267435353926059,-0.002150429905239171,-0.004187040446201606
3609202, (AN-L-Sens-B3-ACal-03 (temp sensing left neuron together 1)) [] #3609202,sens,sens-thermo;AN,False,False,False,False,L,3487306,1116,unk,0,3,thermo;AN,2,0.016388856758445956,0.00860761788396035,0.0013017693722033477,0.0015577320485801636,0.00021135692959764788,-0.00031508950873172906,0.00021987223339141058,4.1611745283912715e-05
8293958,PN (Suckerfish PN left) [*BAmv3_l akira] #8293958,tPN,tPN,False,False,False,True,L,3869488,270,BAmv3,131,87,,3,0.015096740530578348,0.008298022777883213,0.0004684229213800208,0.008932780439908779,0.0014671631536323244,0.007750809797194479,-0.0036355366541752374,-0.0030739670311021633
4260935,"MB2IN-183, Thermo PN 5 (PN Only Connects To Togethers Left) [*BAlc post_l akira] #4260935",tPN,tPN,False,False,False,True,L,3756659,75,BAlc post,101,24,,4,0.014073678582879995,0.004223390055752413,-0.0016854195631825877,-0.0012317446047317277,0.00016776484429071282,-7.289689652881323e-05,-3.5604159533182536e-05,5.5292601503148226e-05
3756659,"MB2IN-183, Thermo PN 5 (PN Only Connects To Togethers Right) [*BAlc post_r akira] #3756659",tPN,tPN,False,False,False,True,R,4260935,75,BAlc post,93,26,,5,0.013788186248700094,0.007323132175393585,0.0008878637745650518,-0.004211006747354119,8.660738653433695e-06,7.826655090337598e-05,2.6140621519286605e-05,1.7496768482935642e-05
4154421,Thermo PN 4 (Lower Looping PN Left - AVM004) [*BAla12_l akira] #4154421,tPN,tPN,False,False,False,True,L,3690921,73,BAla12,115,55,,6,0.017238569434719308,0.007070482833216547,0.0005365639126166371,0.008579735096684006,0.00015572771871785697,-0.0001548426983162123,0.0003426853834124541,-4.46843700648546e-05
3690921,Thermo PN 4 (Lower Looping PN Right - AVM004 (BAla1/2)) [*BAla12_r akira] #3690921,tPN,tPN,False,False,False,True,R,4154421,73,BAla12,109,46,,7,0.0163675735933876,0.008458099979460025,0.0030611966378751806,0.004711057779803758,1.0345041917375299e-05,9.24688161239261e-05,3.038051980849821e-05,1.2896915126663385e-05
4108016,Thermo PN 7 (Upper Looping PN Left - AVM004) [*BAla12_l akira] #4108016,tPN,tPN,False,False,False,True,L,3002410,70,BAla12,100,43,,8,0.0168380915488505,0.006856243673853947,-0.0014652705750767589,0.006224061036575039,0.00017747228441535772,-9.31935035367821e-05,0.0002477754769991813,-3.3576561021739595e-05
3002410,Thermo PN 7 (Upper Looping PN Right - AVM004 (BAla1/2)) [*BAla12_r akira] #3002410,tPN,tPN,False,False,False,True,R,4108016,70,BAla12,84,16,,9,0.014892316100129508,0.0045458087518651285,-0.0038006327258112114,0.00442582157002058,9.906236725752866e-06,8.821757246975026e-05,2.8830139550063e-05,9.764973338930615e-06
3639968, (AN-L-Sens-B3-ACal-02 (temp sensing left neuron together 2)) [] #3639968,sens,sens-thermo;AN,False,False,False,False,L,18630153,1115,unk,0,0,thermo;AN,10,0.016472647724187862,0.008537394335346763,0.001171793445612365,0.0012599469084628927,0.00021318865885131824,-0.00031173786946392856,0.00020652944379664042,4.4255759162521504e-05
18630153, (AN-R-Sens-B3-ACal-02 (temp sensing right neuron together 2)) [] #18630153,sens,sens-thermo;AN,False,False,False,False,R,3639968,1115,unk,0,1,thermo;AN,11,0.015107435479802034,0.010362651796989683,0.0027873953205626127,0.0019203591064557584,0.0,-5.864231744163042e-23,1.5578530340595119e-21,-2.4825586498567673e-21
3608397, (AN-L-Sens-B3-ACal-01 (temp sensing left neuron alone)) [] #3608397,sens,sens-thermo;AN,False,False,False,False,L,3650600,1114,unk,0,0,thermo;AN,12,0.015233165257103191,0.006311569672847445,-2.4192760080923678e-05,-0.000528867649276305,0.00018535148147007848,-0.00023119124046600993,7.231093998560825e-05,4.619159706993188e-05
3650600, (AN-R-Sens-B3-ACal-01 (temp sensing right neuron alone)) [] #3650600,sens,sens-thermo;AN,False,False,False,False,R,3608397,1114,unk,0,4,thermo;AN,13,0.014384196426681683,0.009270913172218603,0.0023778373898505466,-0.0015208507942074277,0.0,0.0,0.0,0.0
9835169, (v'td_a4l (Abdominal Sensory)) [] #9835169,sens,sens-vtd,False,False,False,False,L,9503203,1107,unk,0,18,vtd,14,0.018605663829321308,-0.004336475707844303,-0.0005988979602651464,-0.003094213368939661,1.766973453897066e-05,-7.267593662670965e-05,-0.0004248506780809404,1.897548159507857e-05
3945454,"FFN-5, MB2IN-52, MB2ON-212 (Sleepy-2 Left) [*DAMv12_med_l akira] #3945454",FFN,FFN,False,False,False,True,L,9841469,63,DAMv12_med,126,20,,15,0.01845908376931424,-0.004438806680306962,-0.0008190678622325023,-0.0030999623075696954,2.9976264238309577e-05,-9.260470114984249e-05,-0.0004225085051479404,1.2804769089107099e-06
9503203, (v'td_a4r (Abdominal Sensory)) [] #9503203,sens,sens-vtd,False,False,False,False,R,9835169,1107,unk,0,37,vtd,16,0.02072219524254364,-0.003108532265406358,0.0028802466200516337,-0.00114139188571208,0.0,0.0,0.0,0.0
