,0
0,10
1,24
2,0
3,8
4,10
5,10
6,10
7,10
8,28
9,0
10,10
11,8
12,0
13,0
14,0
15,0
16,0
17,0
18,10
19,10
20,10
21,10
22,10
23,10
24,10
25,10
26,10
27,10
28,10
29,10
30,0
31,8
32,8
33,0
34,10
35,10
36,10
37,10
38,10
39,10
40,10
41,10
42,10
43,10
44,10
45,10
46,10
47,10
48,0
49,10
50,0
51,10
52,10
53,10
54,10
55,10
56,10
57,10
58,10
59,0
60,5
61,10
62,10
63,10
64,10
65,0
66,10
67,10
68,10
69,10
70,10
71,10
72,10
73,10
74,8
75,8
76,10
77,10
78,10
79,8
80,0
81,10
82,10
83,0
84,10
85,10
86,10
87,10
88,10
89,10
90,10
91,10
92,10
93,10
94,10
95,10
96,8
97,0
98,10
99,8
100,0
101,0
102,0
103,10
104,10
105,0
106,10
107,0
108,0
109,10
110,10
111,0
112,0
113,10
114,10
115,0
116,10
117,10
118,10
119,0
120,8
121,8
122,24
123,10
124,0
125,10
126,10
127,10
128,0
129,0
130,0
131,40
132,10
133,10
134,10
135,10
136,10
137,10
138,27
139,10
140,10
141,28
142,10
143,10
144,10
145,10
146,10
147,28
148,46
149,28
150,37
151,10
152,18
153,28
154,10
155,10
156,0
157,10
158,10
159,18
160,10
161,8
162,44
163,44
164,10
165,10
166,27
167,28
168,15
169,15
170,27
171,27
172,27
173,27
174,28
175,0
176,27
177,37
178,27
179,0
180,27
181,15
182,27
183,27
184,27
185,27
186,27
187,27
188,27
189,27
190,27
191,27
192,27
193,27
194,15
195,27
196,0
197,37
198,15
199,0
200,27
201,27
202,27
203,27
204,27
205,27
206,27
207,27
208,27
209,27
210,27
211,27
212,27
213,27
214,27
215,27
216,0
217,27
218,27
219,0
220,27
221,27
222,27
223,27
224,27
225,27
226,41
227,27
228,27
229,27
230,27
231,27
232,27
233,27
234,27
235,27
236,27
237,27
238,27
239,27
240,15
241,15
242,27
243,27
244,27
245,15
246,0
247,15
248,27
249,0
250,27
251,27
252,27
253,27
254,27
255,0
256,27
257,27
258,27
259,27
260,27
261,27
262,37
263,0
264,27
265,37
266,0
267,27
268,27
269,27
270,27
271,0
272,27
273,0
274,27
275,27
276,27
277,0
278,15
279,27
280,27
281,27
282,27
283,27
284,27
285,37
286,37
287,15
288,28
289,27
290,42
291,27
292,27
293,27
294,27
295,0
296,27
297,37
298,27
299,27
300,27
301,27
302,27
303,27
304,27
305,27
306,27
307,28
308,27
309,27
310,27
311,27
312,27
313,18
314,28
315,28
316,37
317,27
318,39
319,15
320,27
321,27
322,0
323,27
324,27
325,18
326,27
327,0
328,44
329,44
330,27
331,27
332,10
333,24
334,0
335,8
336,10
337,10
338,10
339,10
340,28
341,0
342,10
343,8
344,0
345,0
346,0
347,0
348,0
349,0
350,10
351,10
352,10
353,10
354,10
355,10
356,10
357,10
358,10
359,10
360,10
361,10
362,0
363,8
364,8
365,0
366,10
367,10
368,10
369,10
370,10
371,10
372,10
373,10
374,10
375,10
376,10
377,10
378,10
379,10
380,0
381,10
382,0
383,10
384,10
385,10
386,10
387,10
388,10
389,10
390,10
391,0
392,5
393,10
394,10
395,10
396,10
397,0
398,10
399,10
400,10
401,10
402,10
403,10
404,10
405,10
406,8
407,8
408,10
409,10
410,10
411,8
412,0
413,10
414,10
415,0
416,10
417,10
418,10
419,10
420,10
421,10
422,10
423,10
424,10
425,10
426,10
427,10
428,8
429,0
430,10
431,8
432,0
433,0
434,0
435,10
436,10
437,0
438,10
439,0
440,0
441,10
442,10
443,0
444,0
445,10
446,10
447,0
448,10
449,10
450,10
451,0
452,8
453,8
454,24
455,10
456,0
457,10
458,10
459,10
460,0
461,0
462,0
463,40
464,10
465,10
466,10
467,10
468,10
469,10
470,27
471,10
472,10
473,28
474,10
475,10
476,10
477,10
478,10
479,28
480,46
481,28
482,37
483,10
484,18
485,28
486,10
487,10
488,0
489,10
490,10
491,18
492,10
493,8
494,44
495,44
496,10
497,10
498,27
499,28
500,15
501,15
502,27
503,27
504,27
505,27
506,28
507,0
508,27
509,37
510,27
511,0
512,27
513,15
514,27
515,27
516,27
517,27
518,27
519,27
520,27
521,27
522,27
523,27
524,27
525,27
526,15
527,27
528,0
529,37
530,15
531,0
532,27
533,27
534,27
535,27
536,27
537,27
538,27
539,27
540,27
541,27
542,27
543,27
544,27
545,27
546,27
547,27
548,0
549,27
550,27
551,0
552,27
553,27
554,27
555,27
556,27
557,27
558,41
559,27
560,27
561,27
562,27
563,27
564,27
565,27
566,27
567,27
568,27
569,27
570,27
571,27
572,15
573,15
574,27
575,27
576,27
577,15
578,0
579,15
580,27
581,0
582,27
583,27
584,27
585,27
586,27
587,0
588,27
589,27
590,27
591,27
592,27
593,27
594,37
595,0
596,27
597,37
598,0
599,27
600,27
601,27
602,27
603,0
604,27
605,0
606,27
607,27
608,27
609,0
610,15
611,27
612,27
613,27
614,27
615,27
616,27
617,37
618,37
619,15
620,28
621,27
622,42
623,27
624,27
625,27
626,27
627,0
628,27
629,37
630,27
631,27
632,27
633,27
634,27
635,27
636,27
637,27
638,27
639,28
640,27
641,27
642,27
643,27
644,27
645,18
646,28
647,28
648,37
649,27
650,39
651,15
652,27
653,27
654,0
655,27
656,27
657,18
658,27
659,0
660,44
661,44
662,27
663,27
664,27
665,28
666,15
667,15
668,27
669,27
670,27
671,27
672,28
673,15
674,27
675,37
676,27
677,0
678,27
679,15
680,0
681,27
682,27
683,27
684,27
685,27
686,27
687,27
688,27
689,27
690,27
691,27
692,15
693,27
694,0
695,37
696,15
697,0
698,27
699,27
700,27
701,27
702,27
703,27
704,27
705,27
706,27
707,27
708,27
709,27
710,27
711,27
712,27
713,27
714,0
715,27
716,27
717,0
718,27
719,27
720,37
721,27
722,27
723,27
724,41
725,27
726,27
727,27
728,27
729,27
730,27
731,27
732,27
733,27
734,27
735,27
736,27
737,27
738,15
739,15
740,27
741,27
742,27
743,15
744,0
745,15
746,27
747,0
748,27
749,27
750,27
751,27
752,27
753,0
754,27
755,27
756,27
757,27
758,27
759,27
760,37
761,15
762,27
763,37
764,0
765,27
766,27
767,27
768,27
769,0
770,27
771,0
772,27
773,27
774,27
775,0
776,15
777,27
778,27
779,27
780,27
781,27
782,27
783,37
784,37
785,15
786,28
787,27
788,42
789,27
790,27
791,27
792,27
793,0
794,27
795,37
796,27
797,27
798,27
799,27
800,27
801,27
802,27
803,27
804,27
805,28
806,27
807,27
808,27
809,27
810,27
811,18
812,28
813,28
814,37
815,27
816,41
817,15
818,27
819,27
820,27
821,27
822,27
823,28
824,27
825,0
826,44
827,44
828,27
829,27
830,10
831,24
832,0
833,8
834,10
835,10
836,10
837,10
838,28
839,0
840,10
841,8
842,0
843,0
844,0
845,0
846,0
847,0
848,10
849,10
850,10
851,10
852,10
853,10
854,10
855,10
856,10
857,10
858,10
859,10
860,0
861,8
862,8
863,0
864,10
865,10
866,10
867,10
868,10
869,10
870,10
871,10
872,10
873,10
874,10
875,10
876,10
877,10
878,0
879,10
880,0
881,10
882,10
883,10
884,10
885,10
886,10
887,10
888,10
889,0
890,5
891,10
892,10
893,10
894,10
895,0
896,10
897,10
898,10
899,10
900,10
901,10
902,10
903,10
904,8
905,8
906,10
907,10
908,10
909,8
910,0
911,10
912,10
913,0
914,10
915,10
916,10
917,10
918,10
919,10
920,10
921,10
922,10
923,10
924,10
925,10
926,8
927,0
928,10
929,8
930,0
931,0
932,0
933,10
934,10
935,0
936,10
937,0
938,0
939,10
940,10
941,0
942,0
943,10
944,10
945,0
946,10
947,10
948,10
949,0
950,8
951,8
952,28
953,10
954,0
955,10
956,10
957,10
958,0
959,0
960,0
961,11
962,10
963,10
964,10
965,10
966,10
967,10
968,27
969,10
970,10
971,28
972,10
973,10
974,10
975,10
976,10
977,28
978,46
979,28
980,37
981,10
982,41
983,28
984,10
985,10
986,0
987,10
988,10
989,18
990,10
991,8
992,44
993,44
994,10
995,10
996,44
997,44
998,44
999,44
1000,44
1001,44
1002,44
1003,44
1004,44
1005,44
1006,44
1007,44
1008,44
1009,44
1010,44
1011,44
1012,44
1013,44
1014,44
1015,44
1016,44
1017,44
1018,44
1019,44
1020,44
1021,44
1022,44
1023,44
1024,44
1025,44
1026,44
1027,44
1028,44
1029,44
1030,44
1031,44
1032,44
1033,44
1034,44
1035,44
1036,44
1037,44
1038,44
1039,44
1040,44
1041,44
1042,44
1043,44
1044,44
1045,44
1046,44
1047,44
