inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,4.850746268656716,4.822581617948148
1,37365,sens-photoRh6,#3b6d01,,
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,,
4,407869,motor-mAN,#000000,,3.9042642897566493
5,668627,motor-mVAN,#000000,,4.0
6,677717,KC-4claw,#da015d,4.8545454545454545,4.822581617948148
7,766246,sens-photoRh5,#54823b,,
8,853526,motor-mAN,#000000,4.0,3.9042642897566493
9,855719,motor-mAN,#000000,4.0,3.9042642897566493
10,858479,O_dSEZ,#b1826d,,4.507370430969475
11,865151,O_dSEZ,#b1826d,3.3174603174603177,4.507370430969475
12,865801,motor-mAN,#000000,4.1,3.9042642897566493
13,867393,unk,#acaac8,4.425287356321839,4.743255686028724
14,869360,O_dSEZ,#b1826d,,4.507370430969475
15,873148,motor-mAN,#000000,4.0,3.9042642897566493
16,873782,motor-mAN,#000000,4.083333333333333,3.9042642897566493
17,875613,motor-mAN,#000000,,3.9042642897566493
18,882339,motor-mAN,#000000,,3.9042642897566493
19,900032,sens-photoRh6,#3b6d01,,
20,902038,sens-photoRh6,#3b6d01,,
21,902877,sens-photoRh5,#54823b,,
22,910064,motor-mAN,#000000,,3.9042642897566493
23,937332,motor-mAN,#000000,3.4838709677419355,3.9042642897566493
24,945309,sens-AN,#018700,,
25,946481,sens-photoRh6,#3b6d01,,
26,992646,O_dSEZ,#b1826d,3.576923076923077,4.507370430969475
27,1011675,sens-AN,#018700,,
28,1065967,O_dVNC,#ff9070,4.868421052631579,4.710232164799635
29,1137946,unk,#acaac8,,4.743255686028724
30,1141813,unk,#acaac8,,4.743255686028724
31,1218587,motor-mAN,#000000,,3.9042642897566493
32,1347886,sens-AN,#018700,,
33,1351125,sens-AN,#018700,,
34,1367171,sens-AN,#018700,,
35,1375101,sens-AN,#018700,,
36,1377586,sens-AN,#018700,,
37,1391179,sens-AN,#018700,,
38,1392771,sens-AN,#018700,,
39,1395971,sens-AN,#018700,,
40,1398253,sens-AN,#018700,,
41,1400725,sens-AN,#018700,,
42,1405493,sens-AN,#018700,,
43,1406463,sens-AN,#018700,,
44,1414206,sens-AN,#018700,,
45,1415168,sens-AN,#018700,,
46,1419315,sens-AN,#018700,,
47,1427012,sens-AN,#018700,,
48,1428271,sens-AN,#018700,,
49,1429969,sens-AN,#018700,,
50,1591270,unk,#acaac8,5.0,4.743255686028724
51,1591351,FFN,#ba6efd,4.4,4.43111862327217
52,1622901,O_dVNC,#ff9070,4.722689075630252,4.710232164799635
53,1646076,unk,#acaac8,4.8074324324324325,4.743255686028724
54,1678567,O_dVNC,#ff9070,4.651785714285714,4.710232164799635
55,1679034,unk,#acaac8,4.85,4.743255686028724
