inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,3.5467980295566504,4.11350097593664
1,37365,sens-photoRh6,#3b6d01,,
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,1.0,1.0
4,407869,motor-mAN,#000000,2.134069400630915,2.371241236280033
5,668627,motor-mVAN,#000000,2.094292803970223,2.0527569731198763
6,677717,KC-4claw,#da015d,4.437054631828978,4.11350097593664
7,766246,sens-photoRh5,#54823b,,
8,853526,motor-mAN,#000000,2.3544303797468356,2.371241236280033
9,855719,motor-mAN,#000000,2.911764705882353,2.371241236280033
10,858479,O_dSEZ,#b1826d,2.0,3.6205930864235696
11,865151,O_dSEZ,#b1826d,3.3762886597938144,3.6205930864235696
12,865801,motor-mAN,#000000,3.122340425531915,2.371241236280033
13,867393,unk,#acaac8,2.077502691065662,4.201420378817885
14,869360,O_dSEZ,#b1826d,2.066225165562914,3.6205930864235696
15,873148,motor-mAN,#000000,2.7220216606498195,2.371241236280033
16,873782,motor-mAN,#000000,3.5316455696202533,2.371241236280033
17,875613,motor-mAN,#000000,2.0372670807453415,2.371241236280033
18,882339,motor-mAN,#000000,2.0,2.371241236280033
19,900032,sens-photoRh6,#3b6d01,,
20,902038,sens-photoRh6,#3b6d01,,
21,902877,sens-photoRh5,#54823b,,
22,910064,motor-mAN,#000000,2.0,2.371241236280033
23,937332,motor-mAN,#000000,2.7804878048780486,2.371241236280033
24,945309,sens-AN,#018700,1.0,1.0
25,946481,sens-photoRh6,#3b6d01,,
26,992646,O_dSEZ,#b1826d,2.5292397660818713,3.6205930864235696
27,1011675,sens-AN,#018700,1.0,1.0
28,1065967,O_dVNC,#ff9070,4.597845601436266,4.556334670429674
29,1137946,unk,#acaac8,3.918918918918919,4.201420378817885
30,1141813,unk,#acaac8,4.6875,4.201420378817885
31,1218587,motor-mAN,#000000,2.0,2.371241236280033
32,1347886,sens-AN,#018700,1.0,1.0
33,1351125,sens-AN,#018700,1.0,1.0
34,1367171,sens-AN,#018700,1.0,1.0
35,1375101,sens-AN,#018700,1.0,1.0
36,1377586,sens-AN,#018700,1.0,1.0
37,1391179,sens-AN,#018700,1.0,1.0
38,1392771,sens-AN,#018700,1.0,1.0
39,1395971,sens-AN,#018700,1.0,1.0
40,1398253,sens-AN,#018700,1.0,1.0
41,1400725,sens-AN,#018700,1.0,1.0
42,1405493,sens-AN,#018700,1.0,1.0
43,1406463,sens-AN,#018700,1.0,1.0
44,1414206,sens-AN,#018700,1.0,1.0
45,1415168,sens-AN,#018700,1.0,1.0
46,1419315,sens-AN,#018700,1.0,1.0
47,1427012,sens-AN,#018700,1.0,1.0
48,1428271,sens-AN,#018700,1.0,1.0
49,1429969,sens-AN,#018700,1.0,1.0
50,1591270,unk,#acaac8,3.462962962962963,4.201420378817885
51,1591351,FFN,#ba6efd,2.2809110629067244,3.800654627278656
52,1622901,O_dVNC,#ff9070,4.92005076142132,4.556334670429674
53,1646076,unk,#acaac8,4.557584269662922,4.201420378817885
54,1678567,O_dVNC,#ff9070,4.424849699398798,4.556334670429674
55,1679034,unk,#acaac8,4.964285714285714,4.201420378817885
56,1706716,sens-AN,#018700,1.0,1.0
57,1715990,sens-AN,#018700,1.0,1.0
58,1805406,unk,#acaac8,4.6923076923076925,4.201420378817885
59,1805418,unk,#acaac8,4.821705426356589,4.201420378817885
60,1805669,unk,#acaac8,4.580882352941177,4.201420378817885
61,1856512,sens-photoRh6,#3b6d01,,
62,1868538,unk,#acaac8,4.332925336597307,4.201420378817885
63,1924051,O_dSEZ,#b1826d,2.0,3.6205930864235696
64,1961182,unk,#acaac8,4.529569892473118,4.201420378817885
65,2142817,unk,#acaac8,3.6069489685124863,4.201420378817885
66,2200028,sens-photoRh6,#3b6d01,,
67,2204467,LON,#97bca8,,5.0
68,2206279,sens-photoRh6,#3b6d01,,
69,2209091,sens-photoRh5,#54823b,,
70,2215247,sens-photoRh6,#3b6d01,,
71,2215447,sens-photoRh6,#3b6d01,,
72,2215622,sens-photoRh6,#3b6d01,,
73,2216131,sens-photoRh6,#3b6d01,,
74,2216187,sens-photoRh5,#54823b,,
75,2216445,sens-photoRh6,#3b6d01,,
76,2260755,O_RG,#916e56,2.294840294840295,3.0616148535176677
77,2283495,O_RG-IPC,#916e56,2.973550356052899,3.1234087484886297
78,2284021,sens-AN,#018700,1.0,1.0
79,2340336,sens-AN,#018700,1.0,1.0
80,2355126,O_RG-IPC,#916e56,3.907158836689038,3.1234087484886297
81,2357110,O_RG-IPC,#916e56,2.793634496919918,3.1234087484886297
82,2369444,LHN;CN,#959167,3.016,3.7468325015082495
83,2379529,unk,#acaac8,3.6842105263157894,4.201420378817885
84,2379544,unk,#acaac8,3.736206896551724,4.201420378817885
85,2391092,motor-mPaN,#000000,2.0,2.0
86,2438653,unk,#acaac8,4.146987951807229,4.201420378817885
87,2439067,LHN,#d4e29e,3.7230443974630023,3.70756342020956
88,2439134,LHN,#d4e29e,3.8924122310305775,3.70756342020956
89,2439150,unk,#acaac8,4.023448275862069,4.201420378817885
90,2456826,sens-AN,#018700,1.0,1.0
91,2495308,sens-PaN,#67aa00,,
92,2504517,unk,#acaac8,4.819923371647509,4.201420378817885
93,2505266,unk,#acaac8,4.974811083123425,4.201420378817885
94,2506050,MBIN-DAN,#db7e01,3.261,3.549175738680067
95,2512602,LON,#97bca8,,5.0
96,2532841,sens-photoRh6,#3b6d01,,
97,2544902,sens-photoRh6,#3b6d01,,
98,2552701,sens-photoRh5,#54823b,,
99,2557644,unk,#acaac8,2.6074074074074076,4.201420378817885
100,2568465,mPN-multi,#05acc6,3.3987341772151898,2.5529946889543282
101,2568522,unk,#acaac8,3.174061433447099,4.201420378817885
102,2571761,sens-ORN,#00753f,,
103,2582391,sens-ORN,#00753f,,
104,2584838,sens-ORN,#00753f,,
105,2597151,unk,#acaac8,3.341733870967742,4.201420378817885
106,2608843,sens-ORN,#00753f,,
107,2610744,sens-AN,#018700,1.0,1.0
108,2611805,sens-ORN,#00753f,,
109,2612527,mPN-multi,#05acc6,2.8896882494004794,2.5529946889543282
110,2628785,unk,#acaac8,3.2752808988764044,4.201420378817885
111,2648254,O_dSEZ,#b1826d,4.769014084507043,3.6205930864235696
112,2650887,CN2,#acaa59,4.619144602851324,4.392826443807326
113,2652641,unk,#acaac8,,4.201420378817885
114,2655798,unk,#acaac8,4.495670995670996,4.201420378817885
115,2659386,O_RG,#916e56,2.7557603686635943,3.0616148535176677
116,2659504,unk,#acaac8,4.96969696969697,4.201420378817885
117,2663649,O_dUnk,#a55949,3.8846694796061882,4.488550921084382
118,2667061,FFN,#ba6efd,4.15576694411415,3.800654627278656
119,2667980,unk,#acaac8,4.582802547770701,4.201420378817885
120,2669331,LHN2,#ebffd4,4.3093093093093096,3.8069139616150895
121,2669844,O_dVNC,#ff9070,4.873715124816447,4.556334670429674
122,2670619,O_dVNC,#ff9070,4.94949494949495,4.556334670429674
123,2772093,unk,#acaac8,4.675925925925926,4.201420378817885
124,2775707,LON,#97bca8,,5.0
125,2775943,LON,#97bca8,,5.0
126,2776773,LHN,#d4e29e,4.393887945670628,3.70756342020956
127,2797480,LHN2,#ebffd4,3.7964824120603016,3.8069139616150895
128,2846555,unk,#acaac8,4.82051282051282,4.201420378817885
129,2852273,O_RG-IPC,#916e56,3.374866879659212,3.1234087484886297
130,2854715,LHN2,#ebffd4,3.695344129554656,3.8069139616150895
131,2878185,unk,#acaac8,4.904761904761905,4.201420378817885
132,2881070,unk,#acaac8,4.066666666666666,4.201420378817885
133,2885630,unk,#acaac8,4.37037037037037,4.201420378817885
134,2910892,unk,#acaac8,,4.201420378817885
135,2911847,unk,#acaac8,4.791666666666667,4.201420378817885
136,2914206,LHN,#d4e29e,3.653935185185185,3.70756342020956
137,2920061,unk,#acaac8,3.943708609271523,4.201420378817885
138,2920554,unk,#acaac8,3.346693386773547,4.201420378817885
139,2921933,LHN,#d4e29e,4.0132275132275135,3.70756342020956
140,2932028,LHN,#d4e29e,3.337866108786611,3.70756342020956
141,2935173,LHN,#d4e29e,3.385480572597137,3.70756342020956
142,2935198,LHN2,#ebffd4,3.752620545073375,3.8069139616150895
143,2963280,LHN,#d4e29e,3.4219066937119678,3.70756342020956
144,2964760,unk,#acaac8,3.4349514563106798,4.201420378817885
145,2966602,LHN;CN,#959167,3.068,3.7468325015082495
146,2979486,LHN,#d4e29e,4.052980132450331,3.70756342020956
147,2979675,unk,#acaac8,4.175308641975309,4.201420378817885
148,2988292,LHN2,#ebffd4,3.8917410714285716,3.8069139616150895
149,3002410,tPN,#59b5df,4.439024390243903,3.44653116915928
150,3009700,O_dVNC,#ff9070,4.149659863945578,4.556334670429674
151,3010486,LHN2,#ebffd4,3.8610763454317896,3.8069139616150895
152,3021609,unk,#acaac8,4.353535353535354,4.201420378817885
153,3027876,unk,#acaac8,3.895,4.201420378817885
154,3032520,sens-MN,#366962,,
155,3036249,sens-MN,#366962,,
156,3043970,unk,#acaac8,4.340983606557377,4.201420378817885
157,3044500,O_dSEZ,#b1826d,4.063740856844305,3.6205930864235696
158,3046503,O_RG-IPC,#916e56,3.3817034700315456,3.1234087484886297
159,3048606,O_dVNC,#ff9070,4.432795698924731,4.556334670429674
160,3050645,sens-MN,#366962,,
161,3054101,sens-MN,#366962,,
162,3058132,unk,#acaac8,4.676470588235294,4.201420378817885
163,3060480,unk,#acaac8,4.25,4.201420378817885
164,3061422,unk,#acaac8,3.4302030456852792,4.201420378817885
165,3071301,sens-MN,#366962,,
166,3122533,unk,#acaac8,4.769230769230769,4.201420378817885
167,3123905,sens-MN,#366962,,
168,3149791,unk,#acaac8,4.693717277486911,4.201420378817885
169,3157405,CN,#8c7700,3.181544633901705,3.8523279860662107
170,3158085,unk,#acaac8,3.1681681681681684,4.201420378817885
171,3158123,LHN,#d4e29e,3.8430962343096233,3.70756342020956
172,3158543,sens-ORN,#00753f,,
173,3166745,unk,#acaac8,4.863636363636363,4.201420378817885
174,3166836,unk,#acaac8,4.86,4.201420378817885
175,3167039,unk,#acaac8,4.085106382978723,4.201420378817885
176,3180681,unk,#acaac8,5.0,4.201420378817885
177,3182103,unk,#acaac8,4.761363636363637,4.201420378817885
178,3192952,sens-AN,#018700,1.0,1.0
179,3199456,sens-MN,#366962,,
180,3232277,CN,#8c7700,4.007920792079208,3.8523279860662107
181,3232808,unk,#acaac8,3.6877133105802047,4.201420378817885
182,3234817,APL,#ff6200,3.4799599198396796,3.611581168379054
183,3235409,unk,#acaac8,3.383089770354906,4.201420378817885
184,3251140,unk,#acaac8,4.654676258992806,4.201420378817885
185,3272218,unk,#acaac8,3.556420233463035,4.201420378817885
186,3276003,unk,#acaac8,3.227,4.201420378817885
187,3281684,O_RG-IPC,#916e56,2.8353591160220994,3.1234087484886297
188,3299214,MBON,#f9eb4d,3.642,3.9601404094235835
189,3340561,motor-mAN,#000000,2.0,2.371241236280033
190,3347708,KC-1claw,#ff3464,3.9948453608247423,4.26572500229869
191,3347834,KC-3claw,#ac1a13,3.961847389558233,4.235680734317391
192,3410499,sens-ORN,#00753f,,
193,3410506,sens-ORN,#00753f,,
194,3414508,unk,#acaac8,3.67472306143001,4.201420378817885
195,3420915,FFN,#ba6efd,2.063008130081301,3.800654627278656
196,3436420,unk,#acaac8,2.295477386934673,4.201420378817885
197,3450442,mPN-olfac,#05b3aa,2.6826568265682655,2.63913307956216
198,3450751,LHN2,#ebffd4,3.5952380952380953,3.8069139616150895
199,3464773,sens-ORN,#00753f,,
200,3465659,sens-ORN,#00753f,,
201,3486381,uPN,#72b8ff,4.192028985507246,3.741161839504158
202,3486867,O_dSEZ,#b1826d,2.1530612244897958,3.6205930864235696
203,3486950,unk,#acaac8,2.652173913043478,4.201420378817885
204,3487306,sens-thermo,#49a150,,
205,3497901,KC-4claw,#da015d,3.9697428139183057,4.11350097593664
206,3498479,unk,#acaac8,3.135135135135135,4.201420378817885
207,3511996,sens-ORN,#00753f,,
208,3522293,KC-5claw,#ff3628,3.9190751445086707,4.203582413370247
209,3538129,mPN-olfac,#05b3aa,2.8715753424657535,2.63913307956216
210,3539170,unk,#acaac8,2.625766871165644,4.201420378817885
211,3543931,unk,#acaac8,2.5464396284829722,4.201420378817885
212,3547397,sens-ORN,#00753f,,
213,3556191,sens-AN,#018700,1.0,1.0
214,3561724,O_RG-IPC,#916e56,3.4058759521218716,3.1234087484886297
215,3586984,sens-AN,#018700,1.0,1.0
216,3587612,KC-3claw,#ac1a13,3.788808664259928,4.235680734317391
217,3592997,sens-ORN,#00753f,,
218,3595837,O_dVNC,#ff9070,3.7849223946784925,4.556334670429674
219,3598000,O_dVNC,#ff9070,4.615942028985507,4.556334670429674
220,3608397,sens-thermo,#49a150,,
221,3609202,sens-thermo,#49a150,,
222,3620633,O_dVNC,#ff9070,2.995,4.556334670429674
223,3622234,FFN,#ba6efd,2.0614300100704934,3.800654627278656
224,3639968,sens-thermo,#49a150,,
225,3650006,unk,#acaac8,2.017906336088154,4.201420378817885
226,3650600,sens-thermo,#49a150,,
227,3652587,sens-AN,#018700,1.0,1.0
228,3664102,KC-4claw,#da015d,4.567415730337078,4.11350097593664
229,3690921,tPN,#59b5df,,3.44653116915928
230,3694515,sens-ORN,#00753f,,
231,3707204,LHN2,#ebffd4,3.679678530424799,3.8069139616150895
232,3708875,sens-ORN,#00753f,,
233,3712893,mPN-olfac,#05b3aa,3.1270860077021823,2.63913307956216
234,3716797,sens-ORN,#00753f,,
235,3726990,LHN2,#ebffd4,3.9823848238482387,3.8069139616150895
236,3727004,O_RG,#916e56,3.777142857142857,3.0616148535176677
237,3727026,O_RG,#916e56,4.512820512820513,3.0616148535176677
238,3729496,O_dSEZ,#b1826d,3.7695238095238097,3.6205930864235696
239,3729504,unk,#acaac8,3.246913580246914,4.201420378817885
240,3732322,unk,#acaac8,2.0,4.201420378817885
241,3736500,unk,#acaac8,2.111111111111111,4.201420378817885
242,3756659,tPN,#59b5df,4.314814814814815,3.44653116915928
243,3762317,O_dSEZ,#b1826d,4.494880546075085,3.6205930864235696
244,3762787,O_RG,#916e56,3.3374125874125875,3.0616148535176677
245,3764792,O_dVNC,#ff9070,4.636568848758465,4.556334670429674
246,3765728,unk,#acaac8,3.7699784017278617,4.201420378817885
247,3765735,LHN2,#ebffd4,3.6179196704428422,3.8069139616150895
248,3768025,sens-ORN,#00753f,,
249,3771794,sens-ORN,#00753f,,
250,3774568,sens-ORN,#00753f,,
251,3790004,sens-ORN,#00753f,,
252,3793681,unk,#acaac8,3.383638928067701,4.201420378817885
253,3793760,unk,#acaac8,3.256,4.201420378817885
254,3794023,LHN,#d4e29e,3.937293729372937,3.70756342020956
255,3795424,sens-vtd,#00a316,,
256,3795498,sens-AN,#018700,1.0,1.0
257,3797420,O_dSEZ,#b1826d,2.017708333333333,3.6205930864235696
258,3806573,pLN,#00ebed,2.0510835913312695,2.874141270188765
259,3806652,O_dSEZ,#b1826d,4.0,3.6205930864235696
260,3813487,MBIN-OAN,#ffa52f,4.384831460674158,4.06330180823199
261,3813723,sens-ORN,#00753f,,
262,3814175,LHN,#d4e29e,3.345641025641026,3.70756342020956
263,3814635,unk,#acaac8,2.3401688781664656,4.201420378817885
264,3814651,LHN,#d4e29e,3.3854748603351954,3.70756342020956
265,3814701,O_dSEZ,#b1826d,3.302349336057201,3.6205930864235696
266,3814853,LHN,#d4e29e,3.7260692464358454,3.70756342020956
267,3819157,KC-4claw,#da015d,3.6210045662100456,4.11350097593664
268,3819171,KC-4claw,#da015d,4.397701149425288,4.11350097593664
269,3819859,unk,#acaac8,3.7675675675675677,4.201420378817885
270,3820148,unk,#acaac8,4.204833141542002,4.201420378817885
271,3822523,sens-AN,#018700,1.0,1.0
272,3827211,sens-ORN,#00753f,,
273,3840345,sens-ORN,#00753f,,
274,3844799,unk,#acaac8,2.0384615384615383,4.201420378817885
275,3844961,unk,#acaac8,2.196969696969697,4.201420378817885
276,3848843,unk,#acaac8,2.0147492625368733,4.201420378817885
277,3862443,unk,#acaac8,4.819742489270387,4.201420378817885
278,3865952,sens-ORN,#00753f,,
279,3869488,tPN,#59b5df,3.825641025641026,3.44653116915928
280,3872653,sens-ORN,#00753f,,
281,3882998,unk,#acaac8,4.334075723830735,4.201420378817885
282,3885215,sens-ORN,#00753f,,
283,3886356,MBIN-DAN,#db7e01,3.5505505505505504,3.549175738680067
284,3890028,MBIN,#ff8734,3.198,3.9428861638532466
285,3893195,sens-ORN,#00753f,,
286,3896629,sens-ORN,#00753f,,
287,3913613,LHN,#d4e29e,3.1823899371069184,3.70756342020956
288,3913620,CN,#8c7700,3.387,3.8523279860662107
289,3913629,LHN,#d4e29e,3.5427974947807934,3.70756342020956
290,3915835,sens-vtd,#00a316,,
291,3925724,O_RG-ITP,#916e56,4.067226890756302,4.252480358595403
292,3926438,O_RG,#916e56,3.536796536796537,3.0616148535176677
293,3926669,O_RG,#916e56,3.313380281690141,3.0616148535176677
294,3926904,O_RG-ITP,#916e56,4.176020408163265,4.252480358595403
295,3928522,O_RG,#916e56,3.8600405679513186,3.0616148535176677
296,3928574,O_RG-CA-LP,#916e56,4.176923076923077,4.084484559830721
297,3928652,O_RG-CA-LP,#916e56,3.7946537059538277,4.084484559830721
298,3930411,LHN2,#ebffd4,3.970469798657718,3.8069139616150895
299,3931398,unk,#acaac8,3.2,4.201420378817885
300,3932136,LHN,#d4e29e,3.6514830508474576,3.70756342020956
301,3944330,O_dSEZ,#b1826d,4.677852348993288,3.6205930864235696
302,3944626,O_dSEZ,#b1826d,3.9238476953907817,3.6205930864235696
303,3945136,unk,#acaac8,4.371327849588719,4.201420378817885
