inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,5.0,4.88963996155647
1,37365,sens-photoRh6,#3b6d01,1.0,1.0
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,,
4,407869,motor-mAN,#000000,,5.0
5,668627,motor-mVAN,#000000,,
6,677717,KC-4claw,#da015d,5.0,4.88963996155647
7,766246,sens-photoRh5,#54823b,1.0,1.0
8,853526,motor-mAN,#000000,,5.0
9,855719,motor-mAN,#000000,,5.0
10,858479,O_dSEZ,#b1826d,,4.811322370248498
11,865151,O_dSEZ,#b1826d,,4.811322370248498
12,865801,motor-mAN,#000000,,5.0
13,867393,unk,#acaac8,5.0,4.745724570015569
14,869360,O_dSEZ,#b1826d,,4.811322370248498
15,873148,motor-mAN,#000000,,5.0
16,873782,motor-mAN,#000000,,5.0
17,875613,motor-mAN,#000000,,5.0
18,882339,motor-mAN,#000000,,5.0
19,900032,sens-photoRh6,#3b6d01,1.0,1.0
20,902038,sens-photoRh6,#3b6d01,1.0,1.0
21,902877,sens-photoRh5,#54823b,1.0,1.0
22,910064,motor-mAN,#000000,,5.0
23,937332,motor-mAN,#000000,5.0,5.0
24,945309,sens-AN,#018700,,
25,946481,sens-photoRh6,#3b6d01,1.0,1.0
26,992646,O_dSEZ,#b1826d,,4.811322370248498
27,1011675,sens-AN,#018700,,
28,1065967,O_dVNC,#ff9070,4.563559322033898,4.799483032583215
29,1137946,unk,#acaac8,5.0,4.745724570015569
30,1141813,unk,#acaac8,,4.745724570015569
31,1218587,motor-mAN,#000000,,5.0
32,1347886,sens-AN,#018700,,
33,1351125,sens-AN,#018700,,
34,1367171,sens-AN,#018700,,
35,1375101,sens-AN,#018700,,
36,1377586,sens-AN,#018700,,
37,1391179,sens-AN,#018700,,
38,1392771,sens-AN,#018700,,
39,1395971,sens-AN,#018700,,
40,1398253,sens-AN,#018700,,
41,1400725,sens-AN,#018700,,
42,1405493,sens-AN,#018700,,
43,1406463,sens-AN,#018700,,
44,1414206,sens-AN,#018700,,
45,1415168,sens-AN,#018700,,
46,1419315,sens-AN,#018700,,
47,1427012,sens-AN,#018700,,
48,1428271,sens-AN,#018700,,
49,1429969,sens-AN,#018700,,
50,1591270,unk,#acaac8,,4.745724570015569
51,1591351,FFN,#ba6efd,4.863354037267081,4.744113252098255
52,1622901,O_dVNC,#ff9070,5.0,4.799483032583215
53,1646076,unk,#acaac8,4.900826446280992,4.745724570015569
54,1678567,O_dVNC,#ff9070,4.980099502487562,4.799483032583215
55,1679034,unk,#acaac8,5.0,4.745724570015569
56,1706716,sens-AN,#018700,,
57,1715990,sens-AN,#018700,,
58,1805406,unk,#acaac8,4.4,4.745724570015569
