inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,7.141544117647059,7.242142340794487
1,37365,sens-photoRh6,#3b6d01,,
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,,
4,407869,motor-mAN,#000000,8.0,6.450477518385512
5,668627,motor-mVAN,#000000,,5.875
6,677717,KC-4claw,#da015d,6.765402843601896,7.242142340794487
7,766246,sens-photoRh5,#54823b,,
8,853526,motor-mAN,#000000,7.0,6.450477518385512
9,855719,motor-mAN,#000000,6.3125,6.450477518385512
10,858479,O_dSEZ,#b1826d,,7.045605531388627
11,865151,O_dSEZ,#b1826d,5.182857142857143,7.045605531388627
12,865801,motor-mAN,#000000,5.833333333333333,6.450477518385512
13,867393,unk,#acaac8,6.07829181494662,7.852315659337739
14,869360,O_dSEZ,#b1826d,8.25,7.045605531388627
15,873148,motor-mAN,#000000,6.375,6.450477518385512
16,873782,motor-mAN,#000000,6.3076923076923075,6.450477518385512
17,875613,motor-mAN,#000000,,6.450477518385512
18,882339,motor-mAN,#000000,,6.450477518385512
19,900032,sens-photoRh6,#3b6d01,,
20,902038,sens-photoRh6,#3b6d01,,
21,902877,sens-photoRh5,#54823b,,
22,910064,motor-mAN,#000000,,6.450477518385512
23,937332,motor-mAN,#000000,5.626760563380282,6.450477518385512
24,945309,sens-AN,#018700,,
25,946481,sens-photoRh6,#3b6d01,,
26,992646,O_dSEZ,#b1826d,5.205882352941177,7.045605531388627
27,1011675,sens-AN,#018700,,
28,1065967,O_dVNC,#ff9070,7.609494640122511,7.079071830147496
29,1137946,unk,#acaac8,9.48,7.852315659337739
30,1141813,unk,#acaac8,9.25,7.852315659337739
31,1218587,motor-mAN,#000000,,6.450477518385512
32,1347886,sens-AN,#018700,,
33,1351125,sens-AN,#018700,,
34,1367171,sens-AN,#018700,,
35,1375101,sens-AN,#018700,,
36,1377586,sens-AN,#018700,,
37,1391179,sens-AN,#018700,,
38,1392771,sens-AN,#018700,,
39,1395971,sens-AN,#018700,,
40,1398253,sens-AN,#018700,,
41,1400725,sens-AN,#018700,,
42,1405493,sens-AN,#018700,,
43,1406463,sens-AN,#018700,,
44,1414206,sens-AN,#018700,,
45,1415168,sens-AN,#018700,,
46,1419315,sens-AN,#018700,,
47,1427012,sens-AN,#018700,,
48,1428271,sens-AN,#018700,,
49,1429969,sens-AN,#018700,,
50,1591270,unk,#acaac8,7.16,7.852315659337739
51,1591351,FFN,#ba6efd,8.697050938337801,7.101364243920694
52,1622901,O_dVNC,#ff9070,6.183569979716024,7.079071830147496
53,1646076,unk,#acaac8,6.528279181708784,7.852315659337739
54,1678567,O_dVNC,#ff9070,5.176411290322581,7.079071830147496
55,1679034,unk,#acaac8,7.258928571428571,7.852315659337739
56,1706716,sens-AN,#018700,,
57,1715990,sens-AN,#018700,,
58,1805406,unk,#acaac8,9.0,7.852315659337739
59,1805418,unk,#acaac8,7.443914081145585,7.852315659337739
60,1805669,unk,#acaac8,8.188067444876783,7.852315659337739
61,1856512,sens-photoRh6,#3b6d01,,
