inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,5.467032967032967,5.788599423974037
1,37365,sens-photoRh6,#3b6d01,,
2,40045,sens-ORN,#00753f,1.0,1.0
3,40152,sens-AN,#018700,,
4,407869,motor-mAN,#000000,7.583333333333333,8.117787897812297
5,668627,motor-mVAN,#000000,,8.117647058823529
6,677717,KC-4claw,#da015d,5.921626984126984,5.788599423974037
7,766246,sens-photoRh5,#54823b,,
8,853526,motor-mAN,#000000,9.25,8.117787897812297
9,855719,motor-mAN,#000000,8.236842105263158,8.117787897812297
10,858479,O_dSEZ,#b1826d,,6.267876345362931
11,865151,O_dSEZ,#b1826d,7.460122699386503,6.267876345362931
12,865801,motor-mAN,#000000,8.682926829268293,8.117787897812297
13,867393,unk,#acaac8,6.550084889643464,6.669849688657856
14,869360,O_dSEZ,#b1826d,5.822222222222222,6.267876345362931
15,873148,motor-mAN,#000000,8.6,8.117787897812297
16,873782,motor-mAN,#000000,8.368421052631579,8.117787897812297
17,875613,motor-mAN,#000000,,8.117787897812297
18,882339,motor-mAN,#000000,,8.117787897812297
19,900032,sens-photoRh6,#3b6d01,,
20,902038,sens-photoRh6,#3b6d01,,
21,902877,sens-photoRh5,#54823b,,
22,910064,motor-mAN,#000000,,8.117787897812297
23,937332,motor-mAN,#000000,7.311594202898551,8.117787897812297
24,945309,sens-AN,#018700,,
25,946481,sens-photoRh6,#3b6d01,,
26,992646,O_dSEZ,#b1826d,7.43956043956044,6.267876345362931
27,1011675,sens-AN,#018700,,
28,1065967,O_dVNC,#ff9070,6.406413612565445,6.439863712190658
29,1137946,unk,#acaac8,8.18139534883721,6.669849688657856
30,1141813,unk,#acaac8,8.359550561797754,6.669849688657856
31,1218587,motor-mAN,#000000,,8.117787897812297
32,1347886,sens-AN,#018700,,
33,1351125,sens-AN,#018700,,
34,1367171,sens-AN,#018700,,
35,1375101,sens-AN,#018700,,
36,1377586,sens-AN,#018700,,
37,1391179,sens-AN,#018700,,
38,1392771,sens-AN,#018700,,
39,1395971,sens-AN,#018700,,
40,1398253,sens-AN,#018700,,
41,1400725,sens-AN,#018700,,
42,1405493,sens-AN,#018700,,
43,1406463,sens-AN,#018700,,
44,1414206,sens-AN,#018700,,
45,1415168,sens-AN,#018700,,
46,1419315,sens-AN,#018700,,
47,1427012,sens-AN,#018700,,
48,1428271,sens-AN,#018700,,
49,1429969,sens-AN,#018700,,
50,1591270,unk,#acaac8,7.180327868852459,6.669849688657856
51,1591351,FFN,#ba6efd,6.1162361623616235,6.316221779261782
52,1622901,O_dVNC,#ff9070,6.120772946859903,6.439863712190658
53,1646076,unk,#acaac8,6.5315597287428275,6.669849688657856
54,1678567,O_dVNC,#ff9070,5.2339209147212955,6.439863712190658
55,1679034,unk,#acaac8,6.879166666666666,6.669849688657856
56,1706716,sens-AN,#018700,,
57,1715990,sens-AN,#018700,,
58,1805406,unk,#acaac8,7.276595744680851,6.669849688657856
59,1805418,unk,#acaac8,6.781115879828326,6.669849688657856
60,1805669,unk,#acaac8,6.5404801786711335,6.669849688657856
61,1856512,sens-photoRh6,#3b6d01,,
62,1868538,unk,#acaac8,6.223819301848049,6.669849688657856
63,1924051,O_dSEZ,#b1826d,,6.267876345362931
64,1961182,unk,#acaac8,7.018883415435139,6.669849688657856
65,2142817,unk,#acaac8,6.038014783526927,6.669849688657856
66,2200028,sens-photoRh6,#3b6d01,,
67,2204467,LON,#97bca8,,7.489183673469387
68,2206279,sens-photoRh6,#3b6d01,,
69,2209091,sens-photoRh5,#54823b,,
70,2215247,sens-photoRh6,#3b6d01,,
71,2215447,sens-photoRh6,#3b6d01,,
72,2215622,sens-photoRh6,#3b6d01,,
73,2216131,sens-photoRh6,#3b6d01,,
74,2216187,sens-photoRh5,#54823b,,
75,2216445,sens-photoRh6,#3b6d01,,
76,2260755,O_RG,#916e56,7.6480263157894735,6.429455222151249
77,2283495,O_RG-IPC,#916e56,5.485686559922367,5.741401481568794
78,2284021,sens-AN,#018700,,
79,2340336,sens-AN,#018700,,
80,2355126,O_RG-IPC,#916e56,5.7633262260127935,5.741401481568794
81,2357110,O_RG-IPC,#916e56,5.676176176176176,5.741401481568794
82,2369444,LHN;CN,#959167,5.034795042897998,5.241755610395521
83,2379529,unk,#acaac8,6.153414405986903,6.669849688657856
84,2379544,unk,#acaac8,6.238665526090676,6.669849688657856
85,2391092,motor-mPaN,#000000,,
86,2438653,unk,#acaac8,7.0088062622309195,6.669849688657856
87,2439067,LHN,#d4e29e,5.613015399900646,5.826860523424006
88,2439134,LHN,#d4e29e,5.779255319148936,5.826860523424006
89,2439150,unk,#acaac8,6.172458172458173,6.669849688657856
90,2456826,sens-AN,#018700,,
91,2495308,sens-PaN,#67aa00,,
92,2504517,unk,#acaac8,6.551784160139252,6.669849688657856
93,2505266,unk,#acaac8,6.595816464237517,6.669849688657856
94,2506050,MBIN-DAN,#db7e01,5.229633158646974,5.322853382579781
95,2512602,LON,#97bca8,7.56,7.489183673469387
96,2532841,sens-photoRh6,#3b6d01,,
97,2544902,sens-photoRh6,#3b6d01,,
98,2552701,sens-photoRh5,#54823b,,
99,2557644,unk,#acaac8,6.5,6.669849688657856
100,2568465,mPN-multi,#05acc6,5.669800235017626,5.184899794700991
101,2568522,unk,#acaac8,5.246478873239437,6.669849688657856
102,2571761,sens-ORN,#00753f,1.0,1.0
103,2582391,sens-ORN,#00753f,1.0,1.0
104,2584838,sens-ORN,#00753f,1.0,1.0
105,2597151,unk,#acaac8,5.444711538461538,6.669849688657856
106,2608843,sens-ORN,#00753f,1.0,1.0
107,2610744,sens-AN,#018700,,
108,2611805,sens-ORN,#00753f,1.0,1.0
109,2612527,mPN-multi,#05acc6,3.9625,5.184899794700991
110,2628785,unk,#acaac8,5.70703125,6.669849688657856
111,2648254,O_dSEZ,#b1826d,6.8039849219170705,6.267876345362931
112,2650887,CN2,#acaa59,5.33587786259542,5.59339886383352
113,2652641,unk,#acaac8,,6.669849688657856
114,2655798,unk,#acaac8,6.860268172194778,6.669849688657856
115,2659386,O_RG,#916e56,6.050420168067227,6.429455222151249
116,2659504,unk,#acaac8,7.43146274149034,6.669849688657856
117,2663649,O_dUnk,#a55949,6.830315224681422,6.775233491928905
118,2667061,FFN,#ba6efd,5.9184322033898304,6.316221779261782
119,2667980,unk,#acaac8,6.269105160026126,6.669849688657856
120,2669331,LHN2,#ebffd4,6.209561231172233,5.964197468286793
121,2669844,O_dVNC,#ff9070,6.56539035305818,6.439863712190658
122,2670619,O_dVNC,#ff9070,7.756427604871448,6.439863712190658
123,2772093,unk,#acaac8,8.306474820143885,6.669849688657856
124,2775707,LON,#97bca8,8.0,7.489183673469387
