inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,3.6854066985645932,4.353287598170864
1,37365,sens-photoRh6,#3b6d01,,
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,1.0,1.0
4,407869,motor-mAN,#000000,2.13713405238829,2.4546613527229986
5,668627,motor-mVAN,#000000,2.1196172248803826,2.069029602297207
6,677717,KC-4claw,#da015d,4.810916179337232,4.353287598170864
7,766246,sens-photoRh5,#54823b,,
8,853526,motor-mAN,#000000,2.3529411764705883,2.4546613527229986
9,855719,motor-mAN,#000000,3.190871369294606,2.4546613527229986
10,858479,O_dSEZ,#b1826d,2.0,3.9776123077137364
11,865151,O_dSEZ,#b1826d,4.0630434782608695,3.9776123077137364
12,865801,motor-mAN,#000000,3.375586854460094,2.4546613527229986
13,867393,unk,#acaac8,2.082608695652174,4.963263185255745
14,869360,O_dSEZ,#b1826d,2.1218697829716193,3.9776123077137364
15,873148,motor-mAN,#000000,2.8223938223938223,2.4546613527229986
16,873782,motor-mAN,#000000,3.8509316770186337,2.4546613527229986
17,875613,motor-mAN,#000000,2.037037037037037,2.4546613527229986
18,882339,motor-mAN,#000000,2.0,2.4546613527229986
19,900032,sens-photoRh6,#3b6d01,,
20,902038,sens-photoRh6,#3b6d01,,
21,902877,sens-photoRh5,#54823b,,
22,910064,motor-mAN,#000000,2.0,2.4546613527229986
23,937332,motor-mAN,#000000,3.1782729805013927,2.4546613527229986
24,945309,sens-AN,#018700,1.0,1.0
25,946481,sens-photoRh6,#3b6d01,,
26,992646,O_dSEZ,#b1826d,2.7390029325513194,3.9776123077137364
27,1011675,sens-AN,#018700,1.0,1.0
28,1065967,O_dVNC,#ff9070,4.993178717598909,5.086400874698839
29,1137946,unk,#acaac8,6.72809667673716,4.963263185255745
30,1141813,unk,#acaac8,6.82089552238806,4.963263185255745
31,1218587,motor-mAN,#000000,2.0,2.4546613527229986
32,1347886,sens-AN,#018700,1.0,1.0
33,1351125,sens-AN,#018700,1.0,1.0
34,1367171,sens-AN,#018700,1.0,1.0
35,1375101,sens-AN,#018700,1.0,1.0
36,1377586,sens-AN,#018700,1.0,1.0
37,1391179,sens-AN,#018700,1.0,1.0
38,1392771,sens-AN,#018700,1.0,1.0
39,1395971,sens-AN,#018700,1.0,1.0
40,1398253,sens-AN,#018700,1.0,1.0
41,1400725,sens-AN,#018700,1.0,1.0
42,1405493,sens-AN,#018700,1.0,1.0
43,1406463,sens-AN,#018700,1.0,1.0
44,1414206,sens-AN,#018700,1.0,1.0
45,1415168,sens-AN,#018700,1.0,1.0
46,1419315,sens-AN,#018700,1.0,1.0
47,1427012,sens-AN,#018700,1.0,1.0
48,1428271,sens-AN,#018700,1.0,1.0
49,1429969,sens-AN,#018700,1.0,1.0
50,1591270,unk,#acaac8,3.5760869565217392,4.963263185255745
51,1591351,FFN,#ba6efd,2.2526652452025586,4.217274016733486
52,1622901,O_dVNC,#ff9070,5.116279069767442,5.086400874698839
53,1646076,unk,#acaac8,4.987858719646799,4.963263185255745
54,1678567,O_dVNC,#ff9070,4.401,5.086400874698839
55,1679034,unk,#acaac8,5.569169960474309,4.963263185255745
56,1706716,sens-AN,#018700,1.0,1.0
57,1715990,sens-AN,#018700,1.0,1.0
58,1805406,unk,#acaac8,5.891891891891892,4.963263185255745
59,1805418,unk,#acaac8,5.533180778032037,4.963263185255745
60,1805669,unk,#acaac8,5.040449438202248,4.963263185255745
61,1856512,sens-photoRh6,#3b6d01,,
62,1868538,unk,#acaac8,4.6426332288401255,4.963263185255745
63,1924051,O_dSEZ,#b1826d,2.0,3.9776123077137364
64,1961182,unk,#acaac8,5.321489001692047,4.963263185255745
65,2142817,unk,#acaac8,3.7405128205128206,4.963263185255745
66,2200028,sens-photoRh6,#3b6d01,,
67,2204467,LON,#97bca8,,6.113095238095238
68,2206279,sens-photoRh6,#3b6d01,,
69,2209091,sens-photoRh5,#54823b,,
