inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,3.5866666666666664,4.359565403630162
1,37365,sens-photoRh6,#3b6d01,,
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,1.0,1.0
4,407869,motor-mAN,#000000,2.140625,2.3873719200753576
5,668627,motor-mVAN,#000000,2.1142857142857143,2.041035487809681
6,677717,KC-4claw,#da015d,4.659574468085107,4.359565403630162
7,766246,sens-photoRh5,#54823b,,
8,853526,motor-mAN,#000000,2.28,2.3873719200753576
9,855719,motor-mAN,#000000,3.076923076923077,2.3873719200753576
10,858479,O_dSEZ,#b1826d,2.0,3.956292038967306
11,865151,O_dSEZ,#b1826d,3.8095238095238093,3.956292038967306
12,865801,motor-mAN,#000000,3.1666666666666665,2.3873719200753576
13,867393,unk,#acaac8,2.0833333333333335,4.972004879443951
14,869360,O_dSEZ,#b1826d,2.0441176470588234,3.956292038967306
15,873148,motor-mAN,#000000,2.5,2.3873719200753576
16,873782,motor-mAN,#000000,3.6875,2.3873719200753576
17,875613,motor-mAN,#000000,2.0,2.3873719200753576
18,882339,motor-mAN,#000000,2.0,2.3873719200753576
19,900032,sens-photoRh6,#3b6d01,,
20,902038,sens-photoRh6,#3b6d01,,
21,902877,sens-photoRh5,#54823b,,
22,910064,motor-mAN,#000000,2.0,2.3873719200753576
23,937332,motor-mAN,#000000,2.914285714285714,2.3873719200753576
24,945309,sens-AN,#018700,1.0,1.0
25,946481,sens-photoRh6,#3b6d01,,
26,992646,O_dSEZ,#b1826d,2.3846153846153846,3.956292038967306
27,1011675,sens-AN,#018700,1.0,1.0
28,1065967,O_dVNC,#ff9070,5.013698630136986,5.094356763256458
29,1137946,unk,#acaac8,6.594594594594595,4.972004879443951
30,1141813,unk,#acaac8,6.0,4.972004879443951
31,1218587,motor-mAN,#000000,2.0,2.3873719200753576
32,1347886,sens-AN,#018700,1.0,1.0
33,1351125,sens-AN,#018700,1.0,1.0
34,1367171,sens-AN,#018700,1.0,1.0
35,1375101,sens-AN,#018700,1.0,1.0
36,1377586,sens-AN,#018700,1.0,1.0
37,1391179,sens-AN,#018700,1.0,1.0
38,1392771,sens-AN,#018700,1.0,1.0
39,1395971,sens-AN,#018700,1.0,1.0
40,1398253,sens-AN,#018700,1.0,1.0
41,1400725,sens-AN,#018700,1.0,1.0
42,1405493,sens-AN,#018700,1.0,1.0
43,1406463,sens-AN,#018700,1.0,1.0
44,1414206,sens-AN,#018700,1.0,1.0
45,1415168,sens-AN,#018700,1.0,1.0
46,1419315,sens-AN,#018700,1.0,1.0
47,1427012,sens-AN,#018700,1.0,1.0
48,1428271,sens-AN,#018700,1.0,1.0
49,1429969,sens-AN,#018700,1.0,1.0
50,1591270,unk,#acaac8,4.071428571428571,4.972004879443951
51,1591351,FFN,#ba6efd,2.2903225806451615,4.222135536789453
52,1622901,O_dVNC,#ff9070,5.08080808080808,5.094356763256458
53,1646076,unk,#acaac8,4.869565217391305,4.972004879443951
54,1678567,O_dVNC,#ff9070,4.41,5.094356763256458
55,1679034,unk,#acaac8,5.421052631578948,4.972004879443951
56,1706716,sens-AN,#018700,1.0,1.0
57,1715990,sens-AN,#018700,1.0,1.0
58,1805406,unk,#acaac8,6.0,4.972004879443951
59,1805418,unk,#acaac8,5.571428571428571,4.972004879443951
60,1805669,unk,#acaac8,5.080459770114943,4.972004879443951
61,1856512,sens-photoRh6,#3b6d01,,
62,1868538,unk,#acaac8,4.581632653061225,4.972004879443951
63,1924051,O_dSEZ,#b1826d,2.0,3.956292038967306
64,1961182,unk,#acaac8,5.098360655737705,4.972004879443951
65,2142817,unk,#acaac8,3.7578947368421054,4.972004879443951
66,2200028,sens-photoRh6,#3b6d01,,
67,2204467,LON,#97bca8,,6.888888888888888
68,2206279,sens-photoRh6,#3b6d01,,
69,2209091,sens-photoRh5,#54823b,,
70,2215247,sens-photoRh6,#3b6d01,,
71,2215447,sens-photoRh6,#3b6d01,,
72,2215622,sens-photoRh6,#3b6d01,,
73,2216131,sens-photoRh6,#3b6d01,,
74,2216187,sens-photoRh5,#54823b,,
75,2216445,sens-photoRh6,#3b6d01,,
76,2260755,O_RG,#916e56,2.7804878048780486,3.1493532331262797
77,2283495,O_RG-IPC,#916e56,3.061224489795918,3.1963619751908596
78,2284021,sens-AN,#018700,1.0,1.0
79,2340336,sens-AN,#018700,1.0,1.0
80,2355126,O_RG-IPC,#916e56,4.065217391304348,3.1963619751908596
81,2357110,O_RG-IPC,#916e56,2.878787878787879,3.1963619751908596
82,2369444,LHN;CN,#959167,3.0,3.7998713964513313
83,2379529,unk,#acaac8,4.185714285714286,4.972004879443951
84,2379544,unk,#acaac8,4.1875,4.972004879443951
85,2391092,motor-mPaN,#000000,2.0,2.0
86,2438653,unk,#acaac8,4.9655172413793105,4.972004879443951
87,2439067,LHN,#d4e29e,3.7777777777777777,3.9443941432962903
88,2439134,LHN,#d4e29e,4.214285714285714,3.9443941432962903
89,2439150,unk,#acaac8,4.125,4.972004879443951
90,2456826,sens-AN,#018700,1.0,1.0
91,2495308,sens-PaN,#67aa00,,
92,2504517,unk,#acaac8,5.375,4.972004879443951
93,2505266,unk,#acaac8,5.371428571428571,4.972004879443951
94,2506050,MBIN-DAN,#db7e01,3.29,3.5575796449887602
95,2512602,LON,#97bca8,6.333333333333333,6.888888888888888
96,2532841,sens-photoRh6,#3b6d01,,
97,2544902,sens-photoRh6,#3b6d01,,
98,2552701,sens-photoRh5,#54823b,,
99,2557644,unk,#acaac8,2.3846153846153846,4.972004879443951
100,2568465,mPN-multi,#05acc6,3.298507462686567,2.625674574811246
101,2568522,unk,#acaac8,3.4565217391304346,4.972004879443951
102,2571761,sens-ORN,#00753f,,
103,2582391,sens-ORN,#00753f,,
104,2584838,sens-ORN,#00753f,,
105,2597151,unk,#acaac8,3.36,4.972004879443951
106,2608843,sens-ORN,#00753f,,
107,2610744,sens-AN,#018700,1.0,1.0
108,2611805,sens-ORN,#00753f,,
109,2612527,mPN-multi,#05acc6,3.090909090909091,2.625674574811246
110,2628785,unk,#acaac8,3.8181818181818183,4.972004879443951
111,2648254,O_dSEZ,#b1826d,5.5,3.956292038967306
112,2650887,CN2,#acaa59,4.6,4.5374683866808265
113,2652641,unk,#acaac8,,4.972004879443951
114,2655798,unk,#acaac8,5.383561643835616,4.972004879443951
115,2659386,O_RG,#916e56,2.652173913043478,3.1493532331262797
116,2659504,unk,#acaac8,6.642857142857143,4.972004879443951
117,2663649,O_dUnk,#a55949,4.369047619047619,5.1394587366746
118,2667061,FFN,#ba6efd,4.402061855670103,4.222135536789453
119,2667980,unk,#acaac8,4.901234567901234,4.972004879443951
120,2669331,LHN2,#ebffd4,4.533333333333333,4.08425339934607
121,2669844,O_dVNC,#ff9070,5.351063829787234,5.094356763256458
122,2670619,O_dVNC,#ff9070,6.3559322033898304,5.094356763256458
123,2772093,unk,#acaac8,7.407407407407407,4.972004879443951
124,2775707,LON,#97bca8,,6.888888888888888
125,2775943,LON,#97bca8,5.0,6.888888888888888
126,2776773,LHN,#d4e29e,4.767123287671233,3.9443941432962903
127,2797480,LHN2,#ebffd4,3.7865168539325844,4.08425339934607
128,2846555,unk,#acaac8,7.138888888888889,4.972004879443951
129,2852273,O_RG-IPC,#916e56,3.5268817204301075,3.1963619751908596
130,2854715,LHN2,#ebffd4,3.75,4.08425339934607
131,2878185,unk,#acaac8,7.95,4.972004879443951
132,2881070,unk,#acaac8,5.90566037735849,4.972004879443951
133,2885630,unk,#acaac8,6.833333333333333,4.972004879443951
134,2910892,unk,#acaac8,,4.972004879443951
135,2911847,unk,#acaac8,6.75,4.972004879443951
136,2914206,LHN,#d4e29e,4.0,3.9443941432962903
137,2920061,unk,#acaac8,4.043010752688172,4.972004879443951
138,2920554,unk,#acaac8,3.36,4.972004879443951
139,2921933,LHN,#d4e29e,4.247058823529412,3.9443941432962903
140,2932028,LHN,#d4e29e,3.4536082474226806,3.9443941432962903
141,2935173,LHN,#d4e29e,3.4646464646464645,3.9443941432962903
142,2935198,LHN2,#ebffd4,3.8585858585858586,4.08425339934607
143,2963280,LHN,#d4e29e,3.5656565656565657,3.9443941432962903
144,2964760,unk,#acaac8,3.982456140350877,4.972004879443951
145,2966602,LHN;CN,#959167,3.05,3.7998713964513313
146,2979486,LHN,#d4e29e,4.421686746987952,3.9443941432962903
147,2979675,unk,#acaac8,4.515789473684211,4.972004879443951
148,2988292,LHN2,#ebffd4,4.061224489795919,4.08425339934607
149,3002410,tPN,#59b5df,6.0,4.272724189390856
150,3009700,O_dVNC,#ff9070,5.755813953488372,5.094356763256458
151,3010486,LHN2,#ebffd4,4.269662921348314,4.08425339934607
