inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,6.440677966101695,5.995378469733282
1,37365,sens-photoRh6,#3b6d01,,
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,,
4,407869,motor-mAN,#000000,8.5,8.809294871794872
5,668627,motor-mVAN,#000000,,9.0
6,677717,KC-4claw,#da015d,6.387755102040816,5.995378469733282
7,766246,sens-photoRh5,#54823b,,
8,853526,motor-mAN,#000000,9.0,8.809294871794872
9,855719,motor-mAN,#000000,8.666666666666666,8.809294871794872
10,858479,O_dSEZ,#b1826d,,6.745160523922489
11,865151,O_dSEZ,#b1826d,7.705882352941177,6.745160523922489
12,865801,motor-mAN,#000000,9.0,8.809294871794872
13,867393,unk,#acaac8,6.486486486486487,6.753655029525876
14,869360,O_dSEZ,#b1826d,10.0,6.745160523922489
15,873148,motor-mAN,#000000,8.5,8.809294871794872
16,873782,motor-mAN,#000000,9.333333333333334,8.809294871794872
17,875613,motor-mAN,#000000,,8.809294871794872
18,882339,motor-mAN,#000000,,8.809294871794872
19,900032,sens-photoRh6,#3b6d01,,
20,902038,sens-photoRh6,#3b6d01,,
21,902877,sens-photoRh5,#54823b,,
22,910064,motor-mAN,#000000,,8.809294871794872
23,937332,motor-mAN,#000000,8.0,8.809294871794872
24,945309,sens-AN,#018700,,
25,946481,sens-photoRh6,#3b6d01,,
26,992646,O_dSEZ,#b1826d,7.833333333333333,6.745160523922489
27,1011675,sens-AN,#018700,,
28,1065967,O_dVNC,#ff9070,6.8,6.472236258904737
29,1137946,unk,#acaac8,7.636363636363637,6.753655029525876
30,1141813,unk,#acaac8,8.333333333333334,6.753655029525876
31,1218587,motor-mAN,#000000,,8.809294871794872
32,1347886,sens-AN,#018700,,
33,1351125,sens-AN,#018700,,
34,1367171,sens-AN,#018700,,
35,1375101,sens-AN,#018700,,
36,1377586,sens-AN,#018700,,
37,1391179,sens-AN,#018700,,
38,1392771,sens-AN,#018700,,
39,1395971,sens-AN,#018700,,
40,1398253,sens-AN,#018700,,
41,1400725,sens-AN,#018700,,
42,1405493,sens-AN,#018700,,
43,1406463,sens-AN,#018700,,
44,1414206,sens-AN,#018700,,
45,1415168,sens-AN,#018700,,
46,1419315,sens-AN,#018700,,
47,1427012,sens-AN,#018700,,
48,1428271,sens-AN,#018700,,
49,1429969,sens-AN,#018700,,
50,1591270,unk,#acaac8,7.2,6.753655029525876
51,1591351,FFN,#ba6efd,6.08,6.358770171110971
52,1622901,O_dVNC,#ff9070,6.01010101010101,6.472236258904737
53,1646076,unk,#acaac8,6.406593406593407,6.753655029525876
54,1678567,O_dVNC,#ff9070,5.16,6.472236258904737
55,1679034,unk,#acaac8,6.9375,6.753655029525876
56,1706716,sens-AN,#018700,,
57,1715990,sens-AN,#018700,,
58,1805406,unk,#acaac8,5.5,6.753655029525876
59,1805418,unk,#acaac8,6.9523809523809526,6.753655029525876
60,1805669,unk,#acaac8,6.736263736263736,6.753655029525876
61,1856512,sens-photoRh6,#3b6d01,,
62,1868538,unk,#acaac8,5.956989247311828,6.753655029525876
63,1924051,O_dSEZ,#b1826d,,6.745160523922489
64,1961182,unk,#acaac8,7.203389830508475,6.753655029525876
65,2142817,unk,#acaac8,5.52808988764045,6.753655029525876
66,2200028,sens-photoRh6,#3b6d01,,
67,2204467,LON,#97bca8,,8.0
68,2206279,sens-photoRh6,#3b6d01,,
69,2209091,sens-photoRh5,#54823b,,
70,2215247,sens-photoRh6,#3b6d01,,
71,2215447,sens-photoRh6,#3b6d01,,
72,2215622,sens-photoRh6,#3b6d01,,
73,2216131,sens-photoRh6,#3b6d01,,
74,2216187,sens-photoRh5,#54823b,,
75,2216445,sens-photoRh6,#3b6d01,,
76,2260755,O_RG,#916e56,7.833333333333333,6.386934077811542
77,2283495,O_RG-IPC,#916e56,5.606060606060606,5.7635336322190724
78,2284021,sens-AN,#018700,,
79,2340336,sens-AN,#018700,,
80,2355126,O_RG-IPC,#916e56,5.67816091954023,5.7635336322190724
81,2357110,O_RG-IPC,#916e56,5.663157894736842,5.7635336322190724
82,2369444,LHN;CN,#959167,4.87,5.239655602422812
83,2379529,unk,#acaac8,5.6,6.753655029525876
84,2379544,unk,#acaac8,6.471698113207547,6.753655029525876
85,2391092,motor-mPaN,#000000,,
86,2438653,unk,#acaac8,6.695652173913044,6.753655029525876
87,2439067,LHN,#d4e29e,5.474226804123711,5.344515404860398
88,2439134,LHN,#d4e29e,3.4343434343434343,5.344515404860398
89,2439150,unk,#acaac8,6.276315789473684,6.753655029525876
90,2456826,sens-AN,#018700,,
91,2495308,sens-PaN,#67aa00,,
92,2504517,unk,#acaac8,6.529411764705882,6.753655029525876
93,2505266,unk,#acaac8,6.306666666666667,6.753655029525876
94,2506050,MBIN-DAN,#db7e01,5.27,5.343781386855641
95,2512602,LON,#97bca8,8.0,8.0
96,2532841,sens-photoRh6,#3b6d01,,
97,2544902,sens-photoRh6,#3b6d01,,
98,2552701,sens-photoRh5,#54823b,,
99,2557644,unk,#acaac8,,6.753655029525876
100,2568465,mPN-multi,#05acc6,6.7272727272727275,6.943624594249457
101,2568522,unk,#acaac8,8.75,6.753655029525876
102,2571761,sens-ORN,#00753f,,
103,2582391,sens-ORN,#00753f,,
104,2584838,sens-ORN,#00753f,,
105,2597151,unk,#acaac8,5.424242424242424,6.753655029525876
106,2608843,sens-ORN,#00753f,,
107,2610744,sens-AN,#018700,,
108,2611805,sens-ORN,#00753f,,
109,2612527,mPN-multi,#05acc6,9.0,6.943624594249457
110,2628785,unk,#acaac8,6.2407407407407405,6.753655029525876
111,2648254,O_dSEZ,#b1826d,6.813953488372093,6.745160523922489
112,2650887,CN2,#acaa59,5.05,5.470377029402766
113,2652641,unk,#acaac8,,6.753655029525876
114,2655798,unk,#acaac8,6.506849315068493,6.753655029525876
115,2659386,O_RG,#916e56,6.183098591549296,6.386934077811542
116,2659504,unk,#acaac8,7.705882352941177,6.753655029525876
117,2663649,O_dUnk,#a55949,7.276923076923077,6.818984127951209
118,2667061,FFN,#ba6efd,5.909090909090909,6.358770171110971
119,2667980,unk,#acaac8,6.216216216216216,6.753655029525876
120,2669331,LHN2,#ebffd4,5.942028985507246,6.025980408921303
121,2669844,O_dVNC,#ff9070,6.704081632653061,6.472236258904737
122,2670619,O_dVNC,#ff9070,8.02127659574468,6.472236258904737
123,2772093,unk,#acaac8,7.7727272727272725,6.753655029525876
124,2775707,LON,#97bca8,,8.0
125,2775943,LON,#97bca8,,8.0
126,2776773,LHN,#d4e29e,3.7126436781609193,5.344515404860398
127,2797480,LHN2,#ebffd4,6.2682926829268295,6.025980408921303
128,2846555,unk,#acaac8,8.085714285714285,6.753655029525876
