inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,6.171140939597316,5.9559070787249055
1,37365,sens-photoRh6,#3b6d01,,
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,,
4,407869,motor-mAN,#000000,9.0,8.562644962774653
5,668627,motor-mVAN,#000000,,8.4
6,677717,KC-4claw,#da015d,6.243589743589744,5.9559070787249055
7,766246,sens-photoRh5,#54823b,,
8,853526,motor-mAN,#000000,9.0,8.562644962774653
9,855719,motor-mAN,#000000,8.61111111111111,8.562644962774653
10,858479,O_dSEZ,#b1826d,,6.832317467168258
11,865151,O_dSEZ,#b1826d,7.729641693811075,6.832317467168258
12,865801,motor-mAN,#000000,8.7,8.562644962774653
13,867393,unk,#acaac8,6.6480263157894735,6.805283533507597
14,869360,O_dSEZ,#b1826d,9.0,6.832317467168258
15,873148,motor-mAN,#000000,8.625,8.562644962774653
16,873782,motor-mAN,#000000,8.833333333333334,8.562644962774653
17,875613,motor-mAN,#000000,,8.562644962774653
18,882339,motor-mAN,#000000,,8.562644962774653
19,900032,sens-photoRh6,#3b6d01,,
20,902038,sens-photoRh6,#3b6d01,,
21,902877,sens-photoRh5,#54823b,,
22,910064,motor-mAN,#000000,,8.562644962774653
23,937332,motor-mAN,#000000,7.757575757575758,8.562644962774653
24,945309,sens-AN,#018700,,
25,946481,sens-photoRh6,#3b6d01,,
26,992646,O_dSEZ,#b1826d,8.0,6.832317467168258
27,1011675,sens-AN,#018700,,
28,1065967,O_dVNC,#ff9070,6.555862068965517,6.488153250883196
29,1137946,unk,#acaac8,7.520295202952029,6.805283533507597
30,1141813,unk,#acaac8,8.215384615384615,6.805283533507597
31,1218587,motor-mAN,#000000,,8.562644962774653
32,1347886,sens-AN,#018700,,
33,1351125,sens-AN,#018700,,
34,1367171,sens-AN,#018700,,
35,1375101,sens-AN,#018700,,
36,1377586,sens-AN,#018700,,
37,1391179,sens-AN,#018700,,
38,1392771,sens-AN,#018700,,
39,1395971,sens-AN,#018700,,
40,1398253,sens-AN,#018700,,
41,1400725,sens-AN,#018700,,
42,1405493,sens-AN,#018700,,
43,1406463,sens-AN,#018700,,
44,1414206,sens-AN,#018700,,
45,1415168,sens-AN,#018700,,
46,1419315,sens-AN,#018700,,
47,1427012,sens-AN,#018700,,
48,1428271,sens-AN,#018700,,
49,1429969,sens-AN,#018700,,
50,1591270,unk,#acaac8,7.36734693877551,6.805283533507597
51,1591351,FFN,#ba6efd,6.203629032258065,6.397348514098287
52,1622901,O_dVNC,#ff9070,6.071789686552073,6.488153250883196
53,1646076,unk,#acaac8,6.504896626768226,6.805283533507597
54,1678567,O_dVNC,#ff9070,5.141,6.488153250883196
55,1679034,unk,#acaac8,6.7386759581881535,6.805283533507597
56,1706716,sens-AN,#018700,,
