inds,id,to_class,color,mean_visit,group_mean_visit
0,29,KC-4claw,#da015d,6.977124183006536,6.7577687835518105
1,37365,sens-photoRh6,#3b6d01,1.0,1.0
2,40045,sens-ORN,#00753f,,
3,40152,sens-AN,#018700,,
4,407869,motor-mAN,#000000,8.8,8.244002343331557
5,668627,motor-mVAN,#000000,,7.8
6,677717,KC-4claw,#da015d,6.590804597701149,6.7577687835518105
7,766246,sens-photoRh5,#54823b,1.0,1.0
8,853526,motor-mAN,#000000,8.666666666666666,8.244002343331557
9,855719,motor-mAN,#000000,8.130434782608695,8.244002343331557
10,858479,O_dSEZ,#b1826d,,6.657518082254098
11,865151,O_dSEZ,#b1826d,7.432525951557094,6.657518082254098
12,865801,motor-mAN,#000000,8.105263157894736,8.244002343331557
13,867393,unk,#acaac8,6.753289473684211,6.5597008038608475
14,869360,O_dSEZ,#b1826d,8.411764705882353,6.657518082254098
15,873148,motor-mAN,#000000,8.545454545454545,8.244002343331557
16,873782,motor-mAN,#000000,7.9411764705882355,8.244002343331557
17,875613,motor-mAN,#000000,,8.244002343331557
18,882339,motor-mAN,#000000,,8.244002343331557
19,900032,sens-photoRh6,#3b6d01,1.0,1.0
20,902038,sens-photoRh6,#3b6d01,1.0,1.0
21,902877,sens-photoRh5,#54823b,1.0,1.0
22,910064,motor-mAN,#000000,,8.244002343331557
23,937332,motor-mAN,#000000,7.439024390243903,8.244002343331557
24,945309,sens-AN,#018700,,
25,946481,sens-photoRh6,#3b6d01,1.0,1.0
26,992646,O_dSEZ,#b1826d,7.130434782608695,6.657518082254098
27,1011675,sens-AN,#018700,,
28,1065967,O_dVNC,#ff9070,6.0215827338129495,6.14382133537981
29,1137946,unk,#acaac8,7.311688311688312,6.5597008038608475
30,1141813,unk,#acaac8,8.204545454545455,6.5597008038608475
31,1218587,motor-mAN,#000000,,8.244002343331557
32,1347886,sens-AN,#018700,,
33,1351125,sens-AN,#018700,,
34,1367171,sens-AN,#018700,,
35,1375101,sens-AN,#018700,,
36,1377586,sens-AN,#018700,,
37,1391179,sens-AN,#018700,,
38,1392771,sens-AN,#018700,,
39,1395971,sens-AN,#018700,,
40,1398253,sens-AN,#018700,,
41,1400725,sens-AN,#018700,,
42,1405493,sens-AN,#018700,,
43,1406463,sens-AN,#018700,,
44,1414206,sens-AN,#018700,,
45,1415168,sens-AN,#018700,,
46,1419315,sens-AN,#018700,,
